user_id,risk_tier,final_score,risk_score,model_score_norm,flags,auth_events,unique_device_families,device_switches,content_events,content_unique_ips,concurrent_max_distinct_ips,concurrent_event_ratio,password_reset_count,password_resets_after_positive,reset_device_diversity_change,post_positive_content_count,post_positive_exam_count
1811d3eb-4df1-4f1e-9a88-284654591d86,medium,0.4846808121456009,1.5,0.9792390707883666,impossible_travel,10.0,3.0,6.0,,,,,5.0,0.0,0.0,,
db286a73-4447-4110-a21d-28fcc4e7eed1,medium,0.475777391622462,1.5,0.9495610023779038,impossible_travel,6.0,2.0,4.0,,,,,2.0,0.0,0.0,,
972af1a1-eed6-4ce7-8d92-968b2a30bf73,medium,0.48383025425278947,1.5,0.9764038778123285,impossible_travel,59.0,3.0,5.0,182.0,13.0,1.0,0.0,,,,0.0,0.0
c8f40ce2-6975-4e57-890b-14c3348dbdcb,medium,0.4842829705505761,1.5,0.9779129321382842,impossible_travel,97.0,2.0,8.0,210.0,48.0,2.0,0.0333333333333333,,,,,
e9cfbbeb-83df-4d97-a0ba-045d113cc263,medium,0.4844338759831718,1.5,0.9784159502469362,impossible_travel,10.0,3.0,7.0,170.0,21.0,2.0,0.0117647058823529,,,,,
f1c00354-6fa7-46d7-b952-aa9ca4087334,medium,0.5542573623559539,2.0,0.9990396927016645,"device_diversity,post_success",32.0,5.0,9.0,444.0,63.0,2.0,0.0202702702702702,,,,237.0,153.0
5c1550cb-9f8d-41d8-802e-7578e4edd856,medium,0.5908066581306017,2.3,0.9935979513444302,"impossible_travel,reset_shift",23.0,3.0,7.0,56.0,6.0,1.0,0.0,10.0,0.0,2.0,,
c2cf4f1b-7501-4d3c-951a-4cf3713ae508,medium,0.48820651179806107,1.5,0.990991402963234,impossible_travel,13.0,3.0,6.0,236.0,9.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0
b9c55dcb-8870-4b11-a2a7-c33d7e5c3a93,medium,0.4822251691970002,1.5,0.971053594293031,impossible_travel,49.0,3.0,17.0,238.0,29.0,1.0,0.0,,,,,
0a12895a-5d1d-4452-a58b-1788dd53b7d7,medium,0.5289400036583134,1.8,0.9994969818913481,"post_success,reset_shift",17.0,3.0,6.0,566.0,40.0,2.0,0.0088339222614841,2.0,0.0,2.0,395.0,91.0
5a2f1e46-31a3-4f41-9ecf-fa9cb5ee85cb,medium,0.4742957746478873,1.5,0.9446222791293214,impossible_travel,4.0,3.0,2.0,165.0,1.0,1.0,0.0,,,,,
3550146d-6c85-42eb-81ba-53d72a35e313,medium,0.48730107920248766,1.5,0.9879732943113225,impossible_travel,6.0,2.0,3.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,,
4fa6fef5-3a24-4017-b927-148a8cd71a74,medium,0.4709346991037131,1.5,0.9334186939820742,impossible_travel,4.0,3.0,2.0,,,,,,,,0.0,0.0
2cf2ff96-13bd-4689-aee3-069f822531e3,medium,0.48625845985000915,1.5,0.9844978964697274,impossible_travel,54.0,2.0,10.0,,,,,,,,0.0,0.0
9373d16d-6518-42fd-8108-bf8566fe131c,medium,0.4859978050118895,1.5,0.9836290470093287,impossible_travel,9.0,2.0,2.0,,,,,2.0,0.0,1.0,,
cc1d2d9a-df58-41c8-8258-34043bd84780,medium,0.48964697274556424,1.5,0.9957929394549113,impossible_travel,14.0,3.0,8.0,,,,,6.0,0.0,-1.0,,
71ef8164-d5e3-4c6d-9cf6-64a6942cf9a5,medium,0.4723340040241448,1.5,0.9380830437168466,impossible_travel,3.0,2.0,1.0,,,,,,,,,
dc3c80dd-37bf-4331-a3a5-3bc707e701ea,medium,0.47745107005670384,1.5,0.9551399304920432,impossible_travel,111.0,3.0,9.0,68.0,6.0,1.0,0.0,,,,,
788dbf46-b677-418d-8193-97cab9937c96,medium,0.4804143040058533,1.5,0.965017376989208,impossible_travel,12.0,3.0,6.0,116.0,3.0,1.0,0.0,3.0,0.0,0.0,,
51d761e3-ebbd-47de-915c-a3decbb83073,medium,0.47654563746113043,1.5,0.9521218218401317,impossible_travel,2.0,2.0,1.0,,,,,,,,,
a76365d8-e521-49a1-825e-57df10811645,medium,0.4822526065483812,1.5,0.9711450521309676,impossible_travel,15.0,3.0,4.0,,,,,2.0,0.0,1.0,,
46e6c4bb-2375-4062-b26a-1e70b585ec8a,medium,0.4728690323760746,1.5,0.9398664715566124,impossible_travel,14.0,3.0,6.0,,,,,,,,,
d360ad4e-7485-4223-8ce2-5ac7b91a91c1,medium,0.48229376257545264,1.5,0.9712822388878727,impossible_travel,10.0,2.0,6.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,,
61d72dbc-dab3-49fb-9e1d-5dcbebd6c2d8,medium,0.49038778123285165,1.5,0.9982623010792024,impossible_travel,21.0,3.0,9.0,12.0,2.0,1.0,0.0,8.0,0.0,-1.0,,
e78f208e-bbe2-4197-84c2-0263b1d1d825,medium,0.551582220596305,2.0,0.9901225535028352,"device_diversity,post_success",204.0,4.0,31.0,,,,,,,,0.0,3.0
08fd97e3-7608-4d52-9dfb-81951ede35a2,medium,0.4830208523870495,1.5,0.9737058715931955,impossible_travel,13.0,2.0,4.0,10.0,5.0,1.0,0.0,4.0,0.0,1.0,,
e0a3e6a5-2cb4-472d-8d93-51d9a5f3667e,medium,0.48284250960307296,1.5,0.9731113956466069,impossible_travel,9.0,2.0,5.0,83.0,16.0,2.0,0.036144578313253,,,,,
f5e77645-5172-490a-be5a-600c0b8a68b1,medium,0.4743780867020303,1.5,0.9448966526431315,impossible_travel,21.0,3.0,6.0,,,,,,,,0.0,0.0
90bdf7fe-3f78-488b-8f1c-0f3caabb26f4,medium,0.5455597219681727,2.0,0.9700475580757271,"device_diversity,post_success",19.0,4.0,8.0,13.0,1.0,1.0,0.0,,,,13.0,0.0
7993c8e9-9a0b-42d8-b955-a2074122fe3b,medium,0.4859429303091275,1.5,0.9834461313334553,impossible_travel,13.0,2.0,2.0,,,,,2.0,2.0,1.0,0.0,0.0
2ee2fb96-70ea-4310-b4a6-b2e88aa6415d,medium,0.4824172306566672,1.5,0.9716937991585879,impossible_travel,55.0,3.0,19.0,155.0,5.0,1.0,0.0,,,,0.0,0.0
7c68ab11-7cd4-4f10-b42a-a5ee5eab4eaf,medium,0.528953722334004,1.8,0.9995427108103164,"post_success,reset_shift",66.0,3.0,23.0,333.0,23.0,2.0,0.012012012012012,2.0,0.0,2.0,16.0,31.0
d66415a2-90f2-4837-8228-2307d92e7a91,medium,0.4725123468081214,1.5,0.9386775196634352,impossible_travel,18.0,2.0,6.0,80.0,5.0,1.0,0.0,,,,,
2a95d53f-7617-42e3-a922-6d504f8ae9e8,medium,0.48806932504115597,1.5,0.9905341137735504,impossible_travel,23.0,3.0,6.0,1.0,1.0,1.0,0.0,5.0,0.0,-1.0,,
f3bd5f71-9141-4d66-bc30-977dc28f25c4,medium,0.47395280775562465,1.5,0.9434790561551125,impossible_travel,63.0,2.0,2.0,176.0,13.0,1.0,0.0,,,,0.0,0.0
858da713-7794-4f14-b265-e7c12d0ad898,medium,0.49022315712456555,1.5,0.9977135540515822,impossible_travel,116.0,3.0,16.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,,
cea3a46e-fe29-4c42-a247-4163b2b9b0f2,medium,0.573799158587891,2.2,0.9793305286263033,"concurrent,device_diversity",42.0,4.0,18.0,143.0,64.0,2.0,0.0909090909090909,,,,,
282cce6c-ff39-43aa-9cc6-84d7663e8d56,low,0.05388695811231022,0.0,0.17962319370770075,-,,,,34.0,1.0,1.0,0.0,,,,,
38412381-7989-4065-bd14-ea16ce73e20a,low,0.05837982440095116,0.0,0.1945994146698372,-,1.0,1.0,0.0,,,,,,,,,
1df518fa-d539-43cb-abc0-b8fd1a5319ba,low,0.05224757636729468,0.0,0.17415858789098226,-,,,,30.0,1.0,1.0,0.0,,,,,
a386f4d9-7c53-43a6-9673-2540002515e9,low,0.12544357051399305,0.0,0.41814523504664347,-,2.0,2.0,1.0,,,,,,,,,
9c85dd1f-2165-4a19-bb76-18acee966993,low,0.1960673129687214,0.0,0.653557709895738,-,2.0,1.0,0.0,,,,,,,,,
ceb9b9ad-05b7-4089-b5ea-569b9deef54a,low,0.4634580208523871,1.5,0.9084964331443205,impossible_travel,4.0,2.0,2.0,20.0,18.0,1.0,0.0,,,,,
240cb6ff-5929-407a-85af-741bc1fd610a,low,0.24793762575452713,0.0,0.8264587525150905,-,39.0,1.0,0.0,,,,,,,,,
416c8659-c2ba-47b1-9fbd-12a76e7e67ac,low,0.1676970916407536,0.0,0.5589903054691787,-,,,,,,,,,,,0.0,0.0
1fe4bcf0-e6cc-43e5-8fb9-0d777880b518,low,0.09504298518383025,0.0,0.3168099506127675,-,,,,23.0,4.0,1.0,0.0,,,,,
807eb1fb-317f-4558-b3e1-300b7e53b225,low,0.2012872690689592,0.0,0.6709575635631974,-,2.0,2.0,1.0,1.0,1.0,1.0,0.0,,,,,
d57220b3-e1ae-48dd-abd2-328a162815eb,low,0.261958112310225,0.0,0.87319370770075,-,5.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,-1.0,,
9cff600a-1a5b-4269-9f3d-afcfed8bdb21,low,0.07246204499725627,0.0,0.2415401499908542,-,,,,25.0,3.0,1.0,0.0,,,,,
5bee22f8-b849-484c-875b-75f7778c495f,low,0.22183098591549297,0.0,0.7394366197183099,-,,,,153.0,5.0,1.0,0.0,,,,0.0,0.0
f998d836-e29e-4225-95ef-780a5aadef14,low,0.14872416316078288,0.0,0.49574721053594295,-,6.0,2.0,1.0,68.0,3.0,1.0,0.0,,,,,
dc404a2c-b1f9-4814-922c-74f455851830,low,0.1156895920980428,0.0,0.3856319736601427,-,1.0,1.0,0.0,,,,,,,,,
e6202242-1ca2-49a8-bc87-fc1dc15774e8,low,0.1676970916407536,0.0,0.5589903054691787,-,,,,,,,,,,,0.0,0.0
298303f7-abfb-4df4-aa5a-32ccbeaf0227,low,0.05014861898664715,0.0,0.16716206328882385,-,,,,27.0,2.0,1.0,0.0,,,,,
f5e1ce18-d935-4392-a400-da652bbf9881,low,0.2217555331991952,0.0,0.739185110663984,-,,,,157.0,5.0,1.0,0.0,,,,0.0,0.0
b7e721fa-19a4-4b7a-b4dc-47a9567f85ca,low,0.1676970916407536,0.0,0.5589903054691787,-,,,,,,,,,,,0.0,0.0
430d803b-049a-48cb-967c-4bfa99712904,low,0.11406392902871774,0.0,0.3802130967623925,-,,,,13.0,6.0,1.0,0.0,,,,,
f07923e6-a47f-4169-b803-1ed1328e6f5b,low,0.04357737333089446,0.0,0.14525791110298153,-,,,,25.0,2.0,1.0,0.0,,,,,
5dbd82de-3696-4579-a82e-fc8bf24a0442,low,0.1832677885494787,0.0,0.6108926284982623,-,5.0,2.0,3.0,198.0,17.0,1.0,0.0,,,,,
0e5de4fb-768d-47ea-bbf0-e13257ff5d76,low,0.07387506859337845,0.0,0.24625022864459484,-,1.0,1.0,0.0,43.0,11.0,1.0,0.0,,,,,
6551746b-832d-4e76-9121-3262c9f2eaf7,low,0.1676970916407536,0.0,0.5589903054691787,-,,,,,,,,,,,0.0,0.0
10cac127-b189-4a7f-85aa-645964325e1f,low,0.11326138650082311,0.0,0.37753795500274373,-,2.0,2.0,1.0,5.0,3.0,1.0,0.0,,,,,
85d1542d-8fbd-4b0c-bae6-920cbc9cecc0,low,0.25441284068044634,0.0,0.8480428022681544,-,4.0,2.0,1.0,37.0,3.0,1.0,0.0,2.0,0.0,-1.0,,
a9987395-7054-42a4-a30b-664a4eeeb72a,low,0.2718218401316993,0.0,0.9060728004389976,-,9.0,3.0,3.0,178.0,7.0,1.0,0.0,,,,,
b7623ea7-72d7-44f3-ae79-7c89e82dbf44,low,0.14377172123650997,0.0,0.4792390707883666,-,2.0,2.0,1.0,,,,,,,,,
8847f31d-00c1-4d6f-9fdf-c3092fa9d319,low,0.14037634900310955,0.0,0.46792116334369854,-,1.0,1.0,0.0,,,,,,,,0.0,0.0
62da234e-c669-4fe4-813f-f6bfc68474c5,low,0.12425004572891897,0.0,0.4141668190963966,-,1.0,1.0,0.0,234.0,1.0,1.0,0.0,,,,,
9a404ea8-0fba-44b4-8452-700b344f1fad,low,0.2657444668008048,0.0,0.885814889336016,-,4.0,1.0,0.0,142.0,46.0,2.0,0.0070422535211267,,,,0.0,0.0
09e438ac-6e4f-4971-a1ef-2c044ac05d38,low,0.05058761660874337,0.0,0.16862538869581123,-,,,,2.0,2.0,1.0,0.0,,,,,
8ccdb399-3b41-4dd1-b1a5-39f24eb268c4,low,0.4116398390342052,1.2,0.863041887689775,concurrent,,,,12.0,4.0,2.0,0.0833333333333333,,,,,
15c93785-a7cb-42f7-abfc-83003ad9507b,low,0.23376623376623376,0.0,0.7792207792207793,-,,,,28.0,24.0,1.0,0.0,,,,,
e41af688-8e26-4e8e-b83e-3e89881077d6,low,0.1528809218950064,0.0,0.5096030729833547,-,3.0,2.0,1.0,160.0,3.0,1.0,0.0,,,,0.0,0.0
49dff072-b6b4-4ca7-9d09-0a37ed906fb9,low,0.14037634900310955,0.0,0.46792116334369854,-,1.0,1.0,0.0,,,,,,,,0.0,0.0
b1e06976-575b-49d9-96be-4395141b5f14,low,0.0433510151820011,0.0,0.14450338394000367,-,,,,15.0,1.0,1.0,0.0,,,,,
1b5bf01b-cfa4-487e-a40a-36de211a88d8,low,0.12544357051399305,0.0,0.41814523504664347,-,2.0,2.0,1.0,,,,,,,,,
b987e23b-67d8-4edf-a9a9-2251bd140112,low,0.06209758551307847,0.0,0.20699195171026158,-,1.0,1.0,0.0,,,,,,,,,
9ab859b0-a05a-421b-a2fa-2057b1690783,low,0.10566124016828242,0.0,0.35220413389427474,-,1.0,1.0,0.0,204.0,8.0,1.0,0.0,,,,,
307e1a28-b69b-440d-a84c-10d4e0ad2c3a,low,0.12274785074080848,0.0,0.4091595024693616,-,1.0,1.0,0.0,,,,,,,,,
b0f08780-b797-4a52-bb64-4e3197655099,low,0.2683784525333821,0.0,0.8945948417779404,-,6.0,2.0,2.0,1127.0,5.0,1.0,0.0,,,,,
9014c66b-6669-4b20-8cfc-bee9d3c40aff,low,0.25577098957380645,0.0,0.8525699652460216,-,2.0,2.0,1.0,266.0,55.0,1.0,0.0,,,,,
d20dd25e-14b8-4c71-bed8-adcfc9fbb410,low,0.28165813060179257,0.0,0.9388604353393086,-,4.0,2.0,1.0,,,,,2.0,0.0,1.0,,
b4c6ffac-7ad7-4d6f-9cd7-7f0e27078f2d,low,0.11030501188951893,0.0,0.3676833729650631,-,,,,68.0,4.0,1.0,0.0,,,,,
28cc6edf-03da-429b-93ed-c261394894eb,low,0.23707243460764588,0.0,0.790241448692153,-,4.0,3.0,2.0,,,,,,,,,
5a518238-41cc-4a4d-80ba-e9f711145798,low,0.027540241448692153,0.0,0.09180080482897385,-,1.0,1.0,0.0,30.0,7.0,1.0,0.0,,,,,
39226fd1-c7d8-495f-9bc8-ad582c67f371,low,0.04715108834827145,0.0,0.15717029449423817,-,,,,5.0,2.0,1.0,0.0,,,,,
752eb4c1-df61-4615-a57f-c222076e1de3,low,0.1676970916407536,0.0,0.5589903054691787,-,,,,,,,,,,,0.0,0.0
cc7db1e0-0f1d-464d-beb5-fb67dfcd6bb2,low,0.11319279312237057,0.0,0.37730931040790194,-,3.0,2.0,1.0,148.0,4.0,1.0,0.0,,,,,
